brand,model,type,year,transmisi, avg_2nd_price , new_price ,residu,depresiasi_residu,estimasi_1,depresiasi,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Toyota,Vios,G,2019,Automatic,168000000,328600000,32897103.88,29570289.61,151178262.3,32860000,131440000,155228011.2,145948757.8,161384627.4,164300473.5,161384627.4
Daihatsu,Gran Max,Blind Van AC,2023,Manual,132000000,173300000,17349568.18,15595043.18,142109913.6,17330000,138640000,124776000,135175304.5,132952591.4,129093229.2,129093229.2
Nissan,March,XS,2013,Automatic,77000000,159800000,15998043.82,14380195.62,44758435.06,15980000,31960000,40117546.6,38945327.22,65583598.17,75304383.69,65583598.17
Honda,BR-V,E Prestige,2018,Automatic,156000000,275000000,27531051.64,24746894.84,101771736.1,27500000,82500000,116917020,100396252,139318875.6,152564725.4,139318875.6
Lexus,ES 300h,Ultra Luxury,2021,Automatic,675000000,1155000000,115630416.9,103936958.3,739252166.7,115500000,693000000,673596000,701949388.9,683084816.7,660135831.1,660135831.1
Mercedes-Benz,C200,Avantgarde Line,2023,Automatic,675000000,1020000000,102115173.3,91788482.67,836423034.7,102000000,816000000,734400000,795607678.2,711182303.5,660135831.1,660135831.1
Toyota,Kijang Innova,G,2011,Automatic,120000000,247550000,24782952.12,22276704.79,69336361.69,24755000,49510000,50339110.86,56395157.52,100918547.3,117357481.1,100918547.3
Land Rover,Discovery Sport,HSE Si4,2016,Automatic,449000000,1499000000,150069259.6,134893074,419855407.7,149900000,299800000,516216278.2,411957228.6,437887168.6,439112575,437887168.6
Hyundai,Kona,Signature,2021,Automatic,258000000,393000000,39344375.61,35365562.44,251537750.2,39300000,235800000,229197600,238845116.7,252253535,252318584.3,252253535
Honda,Brio,Satya E,2022,Manual,139000000,175400000,17559805.3,15784019.47,128047941.6,17540000,122780000,113659200,121495713.9,133748714.2,135939082.3,133748714.2
Honda,Brio,Sports E,2014,Automatic,99000000,178000000,17820098.88,16017990.11,49856079.1,17800000,35600000,49651809.87,45035962.99,82810788.9,96819921.89,82810788.9
Nissan,X-Trail,X-Tremer,2014,Automatic,120000000,408000000,40846069.34,36715393.07,114276855.5,40800000,81600000,113808642.8,103228499.4,114968549.8,117357481.1,114968549.8
Toyota,Kijang Innova,Q,2018,Automatic,250000000,432700000,43318858.34,38938114.17,160133200.8,43270000,129810000,183963616.6,157968939.1,222390681.7,244494752.3,222390681.7
Honda,Jazz,S,2013,Automatic,120000000,215000000,21524276.73,19347572.33,60219421.39,21500000,43000000,53975422.53,52398281.3,99719484.39,117357481.1,99719484.39
Mazda,2,R,2019,Automatic,164000000,288800000,28912609.86,25988739.01,132867565.9,28880000,115520000,136426809.6,128271458.5,153281437.6,160388557.5,153281437.6
Wuling,Almaz,RS Exclusive 7 Seater,2021,Automatic,185000000,395800000,39624691.77,35617530.82,253329876.7,39580000,237480000,230830560,240546812.2,201664043.7,180926116.7,180926116.7
Toyota,Raize,GR Sport (1 Tone),2021,Automatic,185000000,251900000,25218443.3,22668155.67,161227377.3,25190000,151140000,146908080,153091819.1,175427545.7,180926116.7,175427545.7
Mercedes-Benz,C200,Avantgarde CGI,2013,Automatic,175000000,649000000,64973281.86,58402671.81,181778625.5,64900000,129800000,162930461.5,158169695.7,169950908.7,171146326.6,169950908.7
Mercedes-Benz,S400L,Exclusive,2017,Automatic,595000000,2219000000,222150558.5,199684944.2,621520446.8,221900000,443800000,849072656.9,638131034.6,607939310.4,581897510.4,581897510.4
MINI,Cooper,3 Door,2019,Automatic,475000000,690000000,69077911.38,62092208.86,317446746.8,69000000,276000000,325950480,306465742.3,424439722.7,464540029.3,424439722.7
Toyota,Avanza,Veloz,2012,Automatic,105000000,180700000,18090403.75,16260959.63,50612323,18070000,36140000,40828013.79,42526778.93,86258033.68,102687795.9,86258033.68
Mercedes-Benz,GLC200,Exclusive,2017,Automatic,378000000,849000000,84995864.87,76400413.51,237796691.9,84900000,169800000,324859254.5,244151982.1,337845594.6,369676065.4,337845594.6
BMW,X3,xDrive20i xLine,2017,Automatic,335000000,1039000000,104017318.7,93498268.13,291013855,103900000,207800000,397560383.3,298791412.8,324137423.8,327622968,324137423.8
Toyota,Kijang Innova Zenix,V HV (Premium Color),2023,Automatic,410000000,535750000,53635494.23,48211450.58,439327098.8,53575000,428600000,385740000,417889032.9,412366709.9,400971393.7,400971393.7
Mercedes-Benz,E250,AMG CGI,2012,Automatic,229000000,869000000,86998123.17,78200187.68,243398498.5,86900000,173800000,196345013.8,204514504.1,221654351.2,223957193.1,221654351.2
Toyota,Vios,G,2014,Automatic,109000000,280950000,28126723.48,25282327.65,78691378.78,28095000,56190000,78368966.2,71083448.33,97625034.5,106599712,97625034.5
BMW,320i,M Sport,2023,Automatic,645000000,1130000000,113127594,101687240.6,926625518.8,113000000,904000000,813600000,881408506.3,715922551.9,630796460.8,630796460.8
Suzuki,Ertiga,GL,2021,Manual,146000000,221000000,22124954.22,19887504.58,141449981.7,22100000,132600000,128887200,134312393.9,142493718.2,142784935.3,142493718.2
Dodge,Journey,SXT Platinum,2013,Automatic,149000000,635000000,63571701.05,57142829.9,177857360.8,63500000,127000000,159415782.8,154757714.6,150727314.4,145718872.3,145718872.3
Suzuki,Ertiga,GL,2017,Automatic,105000000,215500000,21574333.19,19392566.68,60359466.55,21550000,43100000,82458385.56,61972617.37,92091785.21,102687795.9,92091785.21
Toyota,Fortuner,G Lux,2013,Automatic,169000000,467850000,46837827.3,42101217.27,131040261.8,46785000,93570000,117453029.9,114021097.2,152506329.2,165278452.5,152506329.2
Mitsubishi,Xpander,Exceed,2018,Automatic,165000000,235000000,23526535.03,21147346.5,86968574.52,23500000,70500000,99910908,85793160.84,141237948.3,161366536.5,141237948.3
MINI,Countryman,Cooper,2020,Automatic,461000000,655000000,65573959.35,58942604.06,360286979.7,65500000,327500000,343796400,343861126.6,425858338,450848323.1,425858338
Toyota,Alphard,G,2009,Automatic,150000000,925000000,92604446.41,83239555.36,259083557.1,92500000,185000000,152359437.8,198814331.6,164644299.5,146696851.4,146696851.4
Mercedes-Benz,C300,AMG Final Edition,2021,Automatic,535000000,1180000000,118133239.7,106186676,755253295.9,118000000,708000000,688176000,717143098.6,589642929.6,523218769.8,523218769.8
BMW,X3,sDrive20i,2020,Automatic,475000000,1010000000,101114044.2,90888595.58,555557022.1,101000000,505000000,530128800,530228607.4,491568582.2,464540029.3,464540029.3
Honda,HR-V,Prestige Mugen,2017,Automatic,219000000,404500000,40495674.13,36400432.59,113296539.3,40450000,80900000,154776876.8,116324472,188197341.6,214177403,188197341.6
BMW,X1,sDrive18i Sportline,2022,Automatic,402000000,877000000,87799026.49,78920097.35,640239707.9,87700000,613900000,568296000,607478569.3,463643570.8,393147561.6,393147561.6
Mercedes-Benz,GL400,4MATIC,2015,Automatic,499000000,1699000000,170091842.7,152890815.7,475873474.1,169900000,339800000,526581928.6,447418467.6,483525540.3,488011525.5,483525540.3
Toyota,Vellfire,NEW G,2018,Automatic,605000000,1099650000,110089167,98956083.3,406957416.9,109965000,329895000,467519276.5,401457231.1,543937169.3,591677300.4,543937169.3
Toyota,Kijang Innova,Q,2017,Automatic,242000000,423800000,42427853.39,38137214.66,118702282.7,42380000,84760000,162161781,121874687.9,205962406.4,236670920.2,205962406.4
Daihatsu,Terios,X Deluxe,2021,Automatic,177000000,224200000,22445315.55,20175468.44,143498126.2,22420000,134520000,130753440,136257188.7,164777156.6,173102284.6,164777156.6
Toyota,Sienta,G,2016,Automatic,130000000,245000000,24527664.18,22047233.58,68622131.35,24500000,49000000,84371573.16,67331234.84,111199370.5,127137271.2,111199370.5
Mercedes-Benz,C200,Avantgarde CGI,2012,Automatic,159000000,619000000,61969894.41,55703010.56,173375915.5,61900000,123800000,139859106.5,145678340.7,155003502.2,155498662.4,155003502.2
Mazda,2,R,2015,Automatic,135000000,250700000,25098307.8,22560169.22,70218646.24,25070000,50140000,77701053.27,66019899.84,114305970,132027166.2,114305970
Mercedes-Benz,C250,CGI,2011,Automatic,159000000,649000000,64973281.86,58402671.81,181778625.5,64900000,129800000,131973673.8,147850766.4,155655229.9,155498662.4,155655229.9
Daihatsu,Xenia,R,2018,Manual,90000000,190950000,19116561.13,17183343.89,70666592.79,19095000,57285000,81182927.16,69711506.65,83913451.99,88018110.81,83913451.99
Honda,Mobilio,E,2019,Manual,154000000,212000000,21223937.99,19077606.2,97534362.79,21200000,84800000,100147104,94160488.93,136048146.7,150608767.4,136048146.7
Mitsubishi,Outlander Sport,PX,2016,Automatic,160000000,365000000,36541213.99,32845878.6,102232971.2,36500000,73000000,125696425.3,100309798.8,142092939.7,156476641.4,142092939.7
Volkswagen,Polo,Highline TSI,2017,Automatic,122000000,275000000,27531051.64,24746894.84,77024841.31,27500000,55000000,105225318,79083386.44,109125015.9,119313439.1,109125015.9
Toyota,Corolla Altis,V,2021,Automatic,267000000,495500000,49605949.4,44589405.06,317142379.8,49550000,297300000,288975600,301139326.6,277241798,261120395.4,261120395.4
Honda,Brio,RS,2019,Manual,142000000,184900000,18510877.99,16638912.2,85066526.79,18490000,73960000,87345280.8,82123935.86,124037180.8,138873019.3,124037180.8
Toyota,Yaris,E,2011,Automatic,100000000,205900000,20613249.21,18528675.08,57670599.37,20590000,41180000,41869613.92,46906737.76,84072021.33,97797900.9,84072021.33
Honda,Civic,ES Prestige Special Edition,2016,Automatic,265000000,483000000,48354537.96,43464546.2,135283630.4,48300000,96600000,166332529.9,132738720.1,225321616,259164437.4,225321616
Honda,Brio,RS,2021,Manual,150000000,196400000,19662176.51,17673782.35,125704870.6,19640000,117840000,114540480,119361783.5,140808535.1,146696851.4,140808535.1
Suzuki,XL7,Beta,2020,Automatic,173500000,246500000,24677833.56,22182216.64,135588916.8,24650000,123250000,129382920,129407278.9,160272183.7,169679358.1,160272183.7
Suzuki,XL7,Alpha,2021,Manual,187000000,256000000,25628906.25,23037109.38,163851562.5,25600000,153600000,149299200,155583587.5,177575076.3,182882074.7,177575076.3
Toyota,Camry,Hybrid,2017,Automatic,255000000,775350000,77622548.68,69772745.13,217168038.9,77535000,155070000,296678001.1,222972013.4,245391604,249384647.3,245391604
Suzuki,Ertiga,GX,2015,Automatic,133000000,203500000,20372978.21,18312702.18,56998382.57,20350000,40700000,63072055.61,53590146.06,109177043.8,130071208.2,109177043.8
Nissan,Grand Livina,Highway Star,2014,Automatic,93000000,228200000,22845767.21,20535423.28,63916613.77,22820000,45640000,63654736.02,57737116.6,82421134.98,90952047.84,82421134.98
Mitsubishi,Outlander Sport,PX,2012,Automatic,138000000,325000000,32536697.39,29246330.26,91029357.91,32500000,65000000,73431679.49,76487012.47,119546103.7,134961103.2,119546103.7
Honda,BR-V,E,2021,Automatic,185000000,275900000,27621153.26,24827884.67,176588461.3,27590000,165540000,160904880,167677780.4,179803334.1,180926116.7,179803334.1
Audi,Q7,TFSI Quattro,2022,Automatic,990000000,2217000000,221950332.6,199504966.7,1618485100,221700000,1551900000,1436616000,1535667033,1153700110,968199218.9,968199218.9
Nissan,Serena,X,2017,Automatic,152000000,415000000,41546859.74,37345314.03,116237487.8,41500000,83000000,158794570.8,119344019.5,142203205.9,148652809.4,142203205.9
BMW,X1,sDrive18i xLine,2022,Automatic,428000000,920000000,92103881.84,82789611.82,671631164.6,92000000,644000000,596160000,637263721.5,490779116.5,418575015.9,418575015.9
Honda,Mobilio,S,2019,Manual,130000000,198900000,19912458.8,17898754.12,91507475.28,19890000,79560000,93958768.8,88342081.36,117502624.4,127137271.2,117502624.4
Mazda,CX-5,Touring,2016,Automatic,190000000,459700000,46021907.04,41367809.3,128757525.6,45970000,91940000,158308621.1,126335382.3,170900614.7,185816011.7,170900614.7
Mercedes-Benz,E250,Avantgarde CGI,2012,Automatic,229000000,829000000,82993606.57,74600639.34,232194885.3,82900000,165800000,187307268.6,195100717.9,218830215.4,223957193.1,218830215.4
Honda,Freed,Power Sliding Door,2011,Automatic,114000000,258000000,25829132.08,23217086.79,72263305.66,25800000,51600000,52464110.7,58775805.45,97432741.64,111489607,97432741.64
Mitsubishi,Xpander,Sport,2020,Automatic,188000000,268000000,26830261.23,24116973.88,147415130.6,26800000,134000000,140667840,140694323.5,173808297.1,183860053.7,173808297.1
Honda,Jazz,S,2017,Automatic,155000000,247500000,24777946.47,22272205.35,69322357.18,24750000,49500000,94702786.2,71175047.79,129852514.3,151586746.4,129852514.3
Volkswagen,Tiguan,TSI Allspace,2019,Automatic,279000000,595000000,59567184.45,53543281.56,273740310.7,59500000,238000000,281073240,264271183.6,274581355.1,272856143.5,274581355.1
Lexus,LX 570,Sport,2020,Automatic,1499000000,3440000000,344388427.7,309561157.2,1892194214,344000000,1720000000,1805587200,1805927138,1591078141,1465990534,1465990534
Land Rover,Range Rover,Vogue SE,2013,Automatic,950000000,2999000000,300238632.2,269876136.8,839990905.8,299900000,599800000,752894382.1,730895096,884268528.8,929080058.6,884268528.8
Mazda,2,R,2017,Automatic,155000000,275300000,27561085.51,24773891.45,77108868.41,27530000,55060000,105340109.3,79169659.22,132250897.8,151586746.4,132250897.8
Hyundai,Santa Fe,GLS,2018,Automatic,235000000,523500000,52409111.02,47109088.9,193736377.7,52350000,157050000,222567490.8,191117956.2,221835386.9,229825067.1,221835386.9
Nissan,Serena,Highway Star,2012,Automatic,95000000,360000000,36040649.41,32395935.06,100832519.5,36000000,72000000,81339706.51,84724075.35,91917222.6,92908005.86,91917222.6
Daihatsu,Gran Max,Mini Bus D,2017,Manual,95000000,140150000,14030825.04,12611917.5,39254660.03,14015000,28030000,53626648.43,40303769.49,78591130.85,92908005.86,78591130.85
Toyota,Yaris,G,2020,Automatic,172000000,275350000,27566091.16,24778390.88,151458045.6,27535000,137675000,144525708,144552917.9,163765875.4,168212389.5,163765875.4
Daihatsu,Sigra,R Deluxe,2020,Manual,118000000,140900000,14105909.73,12679409.03,77502954.86,14090000,70450000,73955592,73969515.62,104790854.7,115401523.1,104790854.7
Toyota,Kijang Innova,G,2008,Automatic,98000000,229500000,22975914,20652408.6,64280731.2,22950000,45900000,34021450.67,48067393.96,83020218.19,95841942.88,83020218.19
Nissan,Grand Livina,XV,2013,Manual,85000000,188000000,18821228.03,16917877.2,52656982.42,18800000,37600000,47197113.65,45818032.02,73245409.61,83128215.77,73245409.61
Toyota,Fortuner,G,2014,Automatic,230500000,484800000,48534741.21,43626525.88,135787793,48480000,96960000,135231446.2,122659746.4,198147923.9,225424161.6,198147923.9
Mitsubishi,Pajero Sport,Dakar 4X4,2016,Automatic,380000000,623000000,62370346.07,56062965.39,174496276.9,62300000,124600000,214544857.5,171213711.4,317364113.4,371632023.4,317364113.4
Toyota,Kijang Innova Zenix,V HV (Premium Color),2024,Automatic,393000000,545600000,54621606.45,49097839.36,496502160.6,54560000,491040000,436480000,474674053.5,417502216.1,384345750.5,384345750.5
BMW,320i,Luxury,2013,Automatic,270000000,648000000,64873168.95,58312683.11,181498535.2,64800000,129600000,162679413,157925982.7,236377794.8,264054332.4,236377794.8
Toyota,Rush,TRD Sportivo,2016,Automatic,152000000,252050000,25233460.24,22681653.98,70596768.19,25205000,50410000,86799408.22,69268725.47,127180617.6,148652809.4,127180617.6
Daihatsu,Terios,R,2018,Automatic,175000000,242000000,24227325.44,21777267.46,89559127.81,24200000,72600000,102886977.6,88348701.8,149004610.5,171146326.6,149004610.5
Daihatsu,Ayla,R,2022,Manual,111000000,152300000,15247196.96,13705280.3,111184159.1,15230000,106610000,98690400,105494853,109348455.9,108555670,109348455.9
Toyota,Agya,G,2022,Automatic,126000000,173000000,17319534.3,15568046.57,126295860.3,17300000,121100000,112104000,119833286.8,124149986,123225355.1,124149986
Suzuki,Ertiga,GX,2018,Manual,126000000,218000000,21824615.48,19617538.45,80677230.83,21800000,65400000,92683310.4,79586847.08,112076054.1,123225355.1,112076054.1
Wuling,Cortez,S Lux+,2022,Automatic,135500000,299650000,29998834.99,26965116.5,218754650.5,29965000,209755000,194173200,207560950.2,157118285,132516155.7,132516155.7
Mazda,CX-30,GT,2020,Automatic,319000000,527800000,52839596.56,47496040.34,290319798.3,52780000,263900000,277031664,277083820.8,306425146.2,311975303.9,306425146.2
Suzuki,Jimny,3 Door (2 Tone),2024,Automatic,442000000,478600000,47914041.14,43068595.89,435531404.1,47860000,430740000,382880000,416383801.4,434315140.4,432266722,434315140.4
BMW,520i,Luxury,2019,Automatic,440000000,1109000000,111025222.8,99797477.72,510215133.7,110900000,443600000,523882728,492565953.9,455769786.2,430310764,430310764
BMW,520i,Luxury,2017,Automatic,325000000,999000000,100012802.1,89898719.79,279810241.7,99900000,199800000,382254882.5,287288374.7,313686512.4,317843177.9,313686512.4
Daihatsu,Terios,TX,2013,Automatic,112000000,205200000,20543170.17,18465682.98,57474536.13,20520000,41040000,51515147.45,50009894.53,93402968.36,109533649,93402968.36
Suzuki,Ertiga,Hybrid GX,2023,Manual,168000000,284700000,28502146.91,25619785.31,233460429.4,28470000,227760000,204984000,222068143.1,184220442.9,164300473.5,164300473.5
KIA,Seltos,EX,2020,Automatic,200000000,309000000,30934890.75,27806510.93,169967445.4,30900000,154500000,162187920,162218455.1,188665536.5,195595801.8,188665536.5
Mazda,2,GT,2022,Automatic,223000000,335500000,33587883,30191211.7,244926364.9,33550000,234850000,217404000,232393455,225818036.5,218089319,218089319
Daihatsu,Ayla,R,2021,Manual,111000000,140300000,14045841.98,12625415.8,89798336.79,14030000,84180000,81822960,85267098.93,103280129.7,108555670,103280129.7
Suzuki,Ertiga,GL,2016,Automatic,113000000,208000000,20823486.33,18717651.37,58258789.06,20800000,41600000,71629743.74,57162844.27,96248853.28,110511628,96248853.28
Suzuki,Ertiga,GX,2019,Automatic,166500000,249000000,24928115.84,22407188.42,114556869.5,24900000,99600000,117625608,110594159.2,149728247.8,162833505,149728247.8
Mazda,CX-3,Pro,2021,Automatic,282000000,458800000,45931805.42,41286819.46,293652722.2,45880000,275280000,267572160,278834960.7,281050488.2,275790080.5,281050488.2
Honda,Brio,E,2012,Automatic,114500000,156900000,15707716.37,14119228.36,43946173.1,15690000,31380000,35450555.42,36925576.17,91227672.85,111978596.5,91227672.85
Mercedes-Benz,E300,AMG Line,2021,Automatic,784000000,1500000000,150169372.6,134983062.7,960067749,150000000,900000000,874800000,911622583,822286774.9,766735543.1,766735543.1
BMW,M4,Competition,2022,Automatic,1850000000,2387000000,238969528.2,214803047.2,1742590858,238700000,1670900000,1546776000,1653422286,1791026686,1809261167,1791026686
Honda,Mobilio,E Prestige,2015,Automatic,132000000,214000000,21424163.82,19257583.62,59939331.05,21400000,42800000,66326387.72,56355239.59,109306571.9,129093229.2,109306571.9
Daihatsu,Sigra,R,2018,Automatic,84000000,144350000,14451299.29,12989870.07,53420909.5,14435000,43305000,61370806.68,52698905.39,74609671.62,82150236.76,74609671.62
Mercedes-Benz,AMG E43,AMG,2017,Automatic,799000000,1849000000,185108779.9,166389122,517887023.9,184900000,369800000,707496774.5,531727932.8,718818379.8,781405228.2,718818379.8
Land Rover,Range Rover Sport,HSE,2014,Automatic,645000000,2499000000,250182174.7,224881782.5,699945739.7,249900000,499800000,697077937.4,632274559.1,641182367.7,630796460.8,641182367.7
Toyota,Kijang Innova,G,2015,Manual,182000000,295100000,29543321.23,26555667.88,82654656.98,29510000,59020000,91462229.04,77712295.34,150713688.6,177992179.6,150713688.6
Suzuki,Ertiga,Hybrid GX,2024,Manual,187500000,287200000,28752429.2,25844757.08,261355242.9,28720000,258480000,229760000,249865081,206209524.3,183371064.2,183371064.2
Suzuki,Ertiga,Hybrid GX,2024,Automatic,197500000,298200000,29853671.26,26834632.87,271365367.1,29820000,268380000,238560000,259435122.4,216080536.7,193150854.3,193150854.3
Mitsubishi,Pajero Sport,Dakar 4x4,2012,Automatic,204500000,509500000,51007530.21,45849246.98,142706024.2,50950000,101900000,115118279.1,119908101.1,179122430.3,199996707.3,179122430.3
Suzuki,Ertiga,GX,2014,Manual,105000000,183000000,18320663.45,16467933.65,51256530.76,18300000,36600000,51046523.63,46301018.13,87390305.44,102687795.9,87390305.44
Dodge,Journey,SXT Platinum,2012,Automatic,125000000,590000000,59066619.87,53093338.01,165253295.9,59000000,118000000,133306741.2,138853345.7,129156003.7,122247376.1,122247376.1
Daihatsu,Ayla,R Deluxe,2021,Automatic,125000000,159400000,15957998.66,14344200.13,102023199.5,15940000,95640000,92962080,96875093.15,116562527.9,122247376.1,116562527.9
Suzuki,Ertiga,GL,2014,Manual,108000000,168000000,16818969.73,15118103.03,47055175.78,16800000,33600000,46862382.35,42505852.71,88351755.81,105621733,88351755.81
Mitsubishi,Pajero Sport,Dakar 4x4,2013,Automatic,195000000,514500000,51508094.79,46299190.52,144106475.8,51450000,102900000,129164441.4,125390305.7,174117091.7,190705906.8,174117091.7
Nissan,Evalia,XV,2012,Automatic,75000000,185000000,18520889.28,16647911.07,51816711.43,18500000,37000000,41799571.4,43538760.94,65561628.28,73348425.68,65561628.28
Nissan,Grand Livina,SV,2014,Automatic,63000000,208200000,20843508.91,18735649.11,58314807.13,20820000,41640000,58075880.98,52676896.04,59903068.81,61612677.57,59903068.81
Daihatsu,Xenia,R,2021,Manual,150000000,205700000,20593226.62,18510677.34,131657290.6,20570000,123420000,119964240,125013843.5,142504153.1,146696851.4,142504153.1
Daihatsu,Sigra,D,2021,Manual,87000000,122650000,12278849.03,11037115.1,78501539.61,12265000,73590000,71529480,74540339.87,83262101.96,85084173.78,83262101.96
BMW,i5,eDrive40 M Sport,2024,Automatic,1425000000,2217000000,221950332.6,199504966.7,2017495033,221700000,1995300000,1773600000,1928798344,1576139503,1393620088,1393620088
Daihatsu,Terios,R Deluxe,2018,Automatic,175000000,252000000,25228454.59,22677154.54,93259918.21,25200000,75600000,107138505.6,91999474.6,150099842.4,171146326.6,150099842.4
KIA,Sonet,Premiere,2022,Automatic,205000000,320000000,32036132.81,28796386.72,233610839.8,32000000,224000000,207360000,221656946.6,209997084,200485696.8,200485696.8
Toyota,Kijang Innova Zenix,Q HV TSS ( Premium Color),2024,Automatic,490000000,633600000,63431542.97,57016845.7,576583154.3,63360000,570240000,506880000,551234384.8,508370315.4,479209714.4,479209714.4
Toyota,Vellfire,Z,2015,Automatic,450000000,980000000,98110656.74,88188934.33,274488525.4,98000000,196000000,303737663.4,258075396.3,392422618.9,440090554.1,392422618.9
Honda,WR-V,RS Honda Sensing,2024,Automatic,235000000,324100000,32446595.76,29165340.42,294934659.6,32410000,291690000,259280000,281968219.9,249090466,229825067.1,229825067.1
Suzuki,Ertiga,GX,2014,Automatic,112000000,195000000,19522018.43,17547798.16,54617614.75,19500000,39000000,54393836.66,49337150.47,93201145.14,109533649,93201145.14
Nissan,Grand Livina,Highway Star,2015,Automatic,115000000,231200000,23146105.96,20805389.4,64756884.77,23120000,46240000,71657293.65,60884726.14,98765417.84,112467586,98765417.84
Mercedes-Benz,C200,CGI,2012,Automatic,175000000,579000000,57965377.81,52103462.22,162172302.2,57900000,115800000,130821361.3,136264554.5,163379366.4,171146326.6,163379366.4
Toyota,Kijang Innova Zenix,G HV (Non Premium Color),2023,Automatic,320000000,468900000,46942945.86,42195705.41,384508589.2,46890000,375120000,337608000,365745529.7,333723658.9,312953282.9,312953282.9
Mercedes-Benz,GLS450,AMG Line 4MATIC CKD,2021,Automatic,1550000000,2225000000,222751236,200224876.4,1424100494,222500000,1335000000,1297620000,1352240165,1490672049,1515867464,1490672049
Toyota,Avanza,E,2015,Automatic,108000000,187100000,18731126.4,16836887.36,52404901.12,18710000,37420000,57989098.79,49271333.31,90381399.99,105621733,90381399.99
Mazda,CX-5,Elite,2023,Automatic,391000000,628800000,62951000.98,56584899.9,515630200.2,62880000,503040000,452736000,490468733.4,420840620,382389792.5,382389792.5
Nissan,Kicks,e-POWER,2021,Automatic,239000000,471000000,47153182.98,42384681.7,301461273.2,47100000,282600000,274687200,286249491.1,253174847.3,233736983.2,233736983.2
Honda,HR-V,S,2021,Automatic,197000000,306000000,30634552,27536544.8,195853820.8,30600000,183600000,178459200,185971006.9,193691302.1,192661864.8,193691302.1
Toyota,Avanza,E,2015,Manual,109000000,176400000,17659918.21,15874008.18,49407934.57,17640000,35280000,54672779.41,46453571.33,90236071.4,106599712,90236071.4
Mercedes-Benz,B200,Progressive Line,2019,Automatic,335000000,679000000,67976669.31,61102333.07,312386001.6,67900000,271600000,320754168,301580056.5,324974017,327622968,324974017
Nissan,X-Trail,Autech,2009,Automatic,89000000,330000000,33037261.96,29696273.8,92429809.57,33000000,66000000,54355258.87,70928356.15,83578506.84,87040131.8,83578506.84
Mercedes-Benz,E300,Avantgarde AMG,2010,Automatic,199000000,1049000000,105018447.9,94398155.21,293814758.3,104900000,209800000,191982042.3,231865600.2,208859680.1,194617822.8,194617822.8
Mercedes-Benz,AMG A35,4MATIC,2022,Automatic,650000000,1180000000,118133239.7,106186676,861439971.9,118000000,826000000,764640000,817359990.6,700207997.2,635686355.9,635686355.9
Toyota,Rush,GR Sport,2025,Automatic,249850000,316400000,31675726.32,28472427.37,316400000,31640000,316400000,253120000,295306666.7,263487000,244348055.4,244348055.4
Toyota,Fortuner,SRZ 4X2,2018,Automatic,318000000,552800000,55342419.43,49745758.06,204579693.6,55280000,165840000,235024467.8,201814720.5,283144416.1,310997324.9,283144416.1
Toyota,Land Cruiser,300 GR-S (Non Premium Colour),2023,Automatic,1919000000,2486600000,248940774.5,223765922.5,2039068155,248660000,1989280000,1790352000,1939566718,1925170015,1876741718,1876741718
Toyota,Land Cruiser,300 VX-R (Non Premium Colour),2023,Automatic,2150000000,2427000000,242974044.8,218402595.5,1990194809,242700000,1941600000,1747440000,1893078270,2072923481,2102654869,2072923481
Mercedes-Benz,AMG GLA35,4MATIC,2023,Automatic,799000000,1250000000,125141143.8,112485885.6,1025028229,125000000,1000000000,900000000,975009409.6,851802822.9,781405228.2,781405228.2
Mitsubishi,Pajero Sport,Exceed,2013,Automatic,225000000,406000000,40645843.51,36535415.65,113716674.8,40600000,81200000,101925681.6,98947452.14,187184235.6,220045277,187184235.6
Mercedes-Benz,E350,AMG,2020,Automatic,730000000,1830000000,183206634.5,164679336.5,1006603317,183000000,915000000,960530400,960711239.1,799213371.7,713924676.6,713924676.6
Toyota,Land Cruiser,200 VX-R,2020,Automatic,865000000,2454550000,245732155.6,220881784.4,1350141078,245455000,1227275000,1288344204,1288586761,992076028.2,845951842.8,845951842.8
Mercedes-Benz,AMG CLA45,S Shooting Brake 4MATIC+,2022,Automatic,1375000000,1765000000,176699295,158830070.5,1288509789,176500000,1235500000,1143720000,1222576596,1329272979,1344721137,1329272979
Land Rover,Range Rover Velar,P250 R-Dynamic SE,2018,Automatic,1250000000,2300000000,230259704.6,206974029.5,851181793.2,230000000,690000000,977851440,839677744.4,1126903323,1222473761,1126903323
Mercedes-Benz,C200,AMG Final Edition,2021,Automatic,545000000,1020000000,102115173.3,91788482.67,652846069.3,102000000,612000000,594864000,619903356.4,567471006.9,532998559.9,532998559.9
BMW,430i,M Sport Pro,2023,Automatic,1200000000,1737000000,173896133.4,156310386.7,1424379227,173700000,1389600000,1250640000,1354873076,1246461923,1173574811,1173574811
Toyota,Camry,V,2016,Automatic,195000000,584050000,58470948.03,52557905.2,163586758.4,58405000,116810000,201131499.2,160509419.2,184652825.8,190705906.8,184652825.8
MINI,Cooper,3 Door,2018,Automatic,375000000,635000000,63571701.05,57142829.9,235000190.7,63500000,190500000,269972028,231824072.9,332047221.9,366742128.4,332047221.9
Lexus,LM 350,7 Seater,2021,Automatic,1275000000,2320000000,232261962.9,208773803.7,1484904785,232000000,1392000000,1353024000,1409976262,1315492879,1246923236,1246923236
