brand,model,type,year,transmisi, avg_2nd_price , new_price ,residu,depresiasi_residu,estimasi_1,depresiasi,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Isuzu,Traga,Box Semi Aluminium,2021,Manual,190000000,254400000,25468725.59,22893127.44,162827490.2,25440000,152640000,148366080,154611190.1,179383357,185816011.7,179383357
Jeep,Wrangler,Rubicon Unlimited,2018,Automatic,1085000000,1150000000,115129852.3,103487014.8,425590896.6,115000000,345000000,488925720,419838872.2,885451661.7,1061107225,885451661.7
Toyota,Camry,Hybrid,2013,Automatic,214000000,649500000,65023338.32,58447666.17,181918670.7,64950000,129900000,163055985.7,158291552.1,197287465.6,209287507.9,197287465.6
Mitsubishi,Pajero Sport,Dakar Rockford Fosgate,2018,Automatic,390000000,535000000,53560409.55,48143959.05,197992286.7,53500000,160500000,227456748,195316344.9,331594903.5,381411813.5,331594903.5
Honda,BR-V,Prestige,2024,Automatic,231000000,342400000,34278662.11,30812133.79,311587866.2,34240000,308160000,273920000,297889288.7,251066786.6,225913151.1,225913151.1
Toyota,Agya,E,2014,Automatic,94000000,110250000,11037448.88,9921255.112,30879959.11,11025000,22050000,30753438.42,27894465.84,74168339.75,91930026.85,74168339.75
Honda,Brio,Satya E,2025,Automatic,165000000,198300000,19852391.05,17844760.89,198300000,19830000,198300000,158640000,185080000,171024000,161366536.5,161366536.5
Nissan,Terrano,Spirit S2,2004,Manual,85000000,165000000,16518630.98,14848136.9,46214904.79,16500000,33000000,16048118.41,31754341.06,69026302.32,83128215.77,69026302.32
Hyundai,Palisade,Signature AWD,2020,Automatic,875000000,1078000000,107921722.4,97007827.76,592960861.2,107800000,539000000,565820640,565927167.1,782278150.1,855731632.9,782278150.1
Toyota,Alphard,X,2011,Automatic,247500000,700000000,70079040.53,62992095.95,196063232.4,70000000,140000000,142344486.4,159469239.6,221090771.9,242049804.7,221090771.9
Mercedes-Benz,E200,Avantgarde,2018,Automatic,450000000,1059000000,106019577,95298042.3,391913703.9,105900000,317700000,450236815.2,386616839.7,430985051.9,440090554.1,430985051.9
Toyota,Kijang Innova,Venturer,2019,Manual,415000000,422300000,42277684.02,38002231.6,194286610.4,42230000,168920000,199491141.6,187565917.3,346769775.2,405861288.7,346769775.2
Land Rover,Defender,110 P300 SE,2023,Automatic,2250000000,2595000000,259793014.5,233520698.5,2127958603,259500000,2076000000,1868400000,2024119534,2182235860,2200452770,2182235860
Toyota,Hilux,V Double Cab 4X4,2020,Automatic,202000000,492200000,49275576.78,44292442.32,270737788.4,49220000,246100000,258345936,258394574.8,218918372.4,197551759.8,197551759.8
Toyota,Kijang Innova,G Lux,2012,Manual,157500000,251450000,25173392.49,22627660.75,70428713.99,25145000,50290000,56813525.56,59177413.18,128003224,154031693.9,128003224
MINI,Cooper,John Cooper Works 3 Door,2019,Automatic,525000000,975000000,97610092.16,87738990.78,448566055.3,97500000,390000000,460582200,433049418.4,497414825.5,513438979.7,497414825.5
Audi,Q7,TFSI Quattro MHEV,2022,Automatic,990000000,2192000000,219447509.8,197255249,1600234253,219200000,1534400000,1420416000,1518350084,1148505025,968199218.9,968199218.9
Toyota,Yaris Cross,S HV (2 Tone),2023,Automatic,345000000,440600000,44109750.37,39649024.96,361301950.1,44060000,352480000,317232000,343671316.7,344601395,337402758.1,344601395
Mercedes-Benz,CLA200,Shooting Brake,2015,Automatic,295000000,719000000,71981185.91,64701881.41,201384948.7,71900000,143800000,222844265.3,189343071.3,263302921.4,288503807.7,263302921.4
Suzuki,Ertiga,Sport,2020,Automatic,205000000,260500000,26079414.37,23442058.56,143289707.2,26050000,130250000,136731240,136756982.4,184527094.7,200485696.8,184527094.7
BMW,X1,sDrive18i Business,2012,Automatic,157000000,499000000,49956344.6,44904365.54,139765075.7,49900000,99800000,112745871,117436982.2,145131094.7,153542704.4,145131094.7
Daihatsu,Xenia,Li Sporty,2011,Manual,89000000,126900000,12704328.92,11419567.11,35543463.13,12690000,25380000,25805021.89,28909495.01,70972848.5,87040131.8,70972848.5
Suzuki,APV,ARENA SGX,2012,Manual,89000000,168000000,16818969.73,15118103.03,47055175.78,16800000,33600000,37958529.7,39537901.83,74161370.55,87040131.8,74161370.55
Mercedes-Benz,E200,Avantgarde Edition E,2015,Automatic,529500000,849000000,84995864.87,76400413.51,237796691.9,84900000,169800000,263135996.1,223577562.7,437723268.8,517839885.3,437723268.8
Honda,Brio,S,2018,Manual,110500000,139000000,13915695.19,12508430.48,51440986.63,13900000,41700000,59096239.2,50745741.94,92573722.58,108066680.5,92573722.58
Isuzu,Traga,Box Full Aluminium,2022,Manual,210000000,265500000,26579978.94,23892002.11,193823993.7,26550000,185850000,172044000,183905997.9,202171799.4,205375591.9,202171799.4
Mercedes-Benz,SLK200,CGI,2011,Automatic,445000000,1189000000,119034256,106996574.4,333027404.8,118900000,237800000,241782277.6,270869894.1,392760968.2,435200659,392760968.2
Suzuki,APV,Blind Van,2020,Manual,88000000,154500000,15467445.37,13903255.46,84983722.69,15450000,77250000,81093960,81109227.56,85932768.27,86062152.79,85932768.27
Chevrolet,Captiva,LTZ,2018,Automatic,220000000,445750000,44625331.88,40112466.81,164962732.3,44575000,133725000,189511860.6,162733197.6,202819959.3,215155382,202819959.3
Daihatsu,Terios,X,2020,Automatic,179000000,218300000,21854649.35,19644535.06,120077324.7,21830000,109150000,114581304,114602876.2,159680862.9,175058242.6,159680862.9
Daihatsu,Terios,TX,2011,Automatic,104000000,182400000,18260595.7,16413940.43,51088476.56,18240000,36480000,37090906.17,41553127.58,85265938.27,101709816.9,85265938.27
Toyota,Fortuner,G Lux,2014,Automatic,207000000,478700000,47924052.43,43077594.76,134079241.9,47870000,95740000,133529895.4,121116379.1,181234913.7,202441654.9,181234913.7
Toyota,Raize,GR Sport TSS (1 Tone),2024,Automatic,245000000,309900000,31024992.37,27887500.76,282012499.2,30990000,278910000,247920000,269614166.4,252384249.9,239604857.2,239604857.2
Toyota,Raize,T G (1 Tone),2022,Manual,185000000,245200000,24547686.77,22065231.32,179004306,24520000,171640000,158889600,169844635.3,180453390.6,180926116.7,180453390.6
Daihatsu,Taruna,CX,1999,Manual,48000000,86500000,8659767.151,7784023.285,24227813.72,8650000,17300000,4967854.075,15498555.93,38249566.78,46942992.43,38249566.78
Mitsubishi,Pajero Sport,Exceed 4x4,2010,Automatic,200000000,411000000,41146408.08,36985359.19,115117126.5,41100000,82200000,75218893.59,90845340.02,167253602,195595801.8,167253602
Toyota,Camry,Hybrid (Premium Color),2023,Automatic,540000000,942700000,94376445.01,84832355.5,773035289,94270000,754160000,678744000,735313096.3,598593928.9,528108664.9,528108664.9
Honda,BR-V,E,2023,Manual,205000000,289800000,29012722.78,26078727.72,237642544.6,28980000,231840000,208656000,226046181.5,211313854.5,200485696.8,200485696.8
Daihatsu,Xenia,M,2013,Manual,92000000,138600000,13875650.02,12472435,38820520.02,13860000,27720000,34795318.89,33778612.97,74533583.89,89974068.83,74533583.89
Toyota,Yaris,E,2017,Manual,138000000,244200000,24447573.85,21975242.61,68398059.08,24420000,48840000,93440082.38,70226047.16,117667814.1,134961103.2,117667814.1
Daihatsu,Xenia,M,2016,Manual,101000000,166450000,16663794.71,14978620.53,46621035.77,16645000,33290000,57321013.68,45744016.48,84423204.95,98775879.91,84423204.95
Daihatsu,Xenia,X,2019,Automatic,142000000,192550000,19276741.79,17327325.82,88586045.07,19255000,77020000,90959079.6,85521708.22,125056512.5,138873019.3,125056512.5
Mercedes-Benz,V220,D,2017,Automatic,1195000000,1349000000,135052322.4,121394767.8,377841857.9,134900000,269800000,516178014.5,387939957.5,952881987.2,1168684916,952881987.2
Chevrolet,TRAX,LT,2017,Automatic,135000000,286000000,28632293.7,25736770.63,80105834.96,28600000,57200000,109434330.7,82246721.89,119174016.6,132027166.2,119174016.6
Toyota,Land Cruiser,300 GR-S 4X4 (Premium Colour),2025,Automatic,1919000000,2622500000,262546119.7,235995388,2622500000,262250000,2622500000,2098000000,2447666667,2077600000,1876741718,1876741718
Toyota,Fortuner,VRZ TSS GR Parts Aero Package (Non RSE),2025,Automatic,493000000,640450000,64117316.44,57633268.36,640450000,64045000,640450000,512360000,597753333.3,524426000,482143651.4,482143651.4
BMW,740Li,Executive,2017,Automatic,750000000,2299000000,230159591.7,206884040.8,643927673.3,229900000,459800000,879683658.5,661137110.6,723341133.2,733484256.8,723341133.2
Volkswagen,Golf,GTI,2014,Automatic,495000000,645000000,64572830.2,58042716.98,180658264.2,64500000,129000000,179918075.1,163192113.1,395457633.9,484099609.5,395457633.9
Daihatsu,Xenia,Li Deluxe,2008,Manual,75000000,110800000,11092510.99,9970748.901,31034008.79,11080000,22160000,16425170.95,23206393.25,59461917.97,73348425.68,59461917.97
Mercedes-Benz,C230,Elegance,2007,Automatic,77000000,609000000,60968765.26,54803123.47,170575012.2,60900000,121800000,81251229.24,124542080.5,91262624.14,75304383.69,75304383.69
Suzuki,APV,ARENA GL,2012,Manual,89000000,146000000,14616485.6,13138351.44,40893188.48,14600000,29200000,32987769.86,34360319.45,72608095.83,87040131.8,72608095.83
Mitsubishi,Xpander Cross,Premium,2025,Automatic,295000000,351150000,35154650.12,31599534.99,351150000,35115000,351150000,280920000,327740000,304822000,288503807.7,288503807.7
Isuzu,Traga,Box Aluminium,2020,Manual,180000000,247300000,24757923.89,22254207.61,136028961.9,24730000,123650000,129802824,129827262,164948178.6,176036221.6,164948178.6
MINI,Cooper,5 Door,2016,Automatic,349500000,629000000,62971023.56,56602897.64,176176818.8,62900000,125800000,216611100.1,172862639.6,296508791.9,341803663.6,296508791.9
Wuling,Almaz,Limited Edition,2020,Automatic,190000000,351800000,35219723.51,31658027.65,193509861.8,35180000,175900000,184652784,184687548.6,188406264.6,185816011.7,188406264.6
Toyota,Fortuner,G,2016,Automatic,380000000,494000000,49455780.03,44454422,138364624,49400000,98800000,170120641.4,135761755.1,306728526.5,371632023.4,306728526.5
Wuling,Formo,MAX AC,2023,Manual,87000000,165000000,16518630.98,14848136.9,135303726.2,16500000,132000000,118800000,128701242.1,99510372.62,85084173.78,85084173.78
Suzuki,Ertiga,GX,2016,Manual,119500000,208000000,20823486.33,18717651.37,58258789.06,20800000,41600000,71629743.74,57162844.27,100798853.3,116868491.6,100798853.3
Suzuki,Karimun Wagon R,GA,2020,Manual,88000000,120500000,12063606.26,10843639.37,66281803.13,12050000,60250000,63248040,63259947.71,80577984.31,86062152.79,80577984.31
Toyota,Dyna,110 ET,2010,Manual,130000000,189250000,18946369.17,17030363.08,53007095.34,18925000,37850000,34635463.78,41830853.04,103549255.9,127137271.2,103549255.9
Mitsubishi,Colt L300,Pick Up Standard,2015,Manual,150000000,168000000,16818969.73,15118103.03,47055175.78,16800000,33600000,52069313.72,44241496.5,118272449,146696851.4,118272449
Hyundai,Palisade,XRT AWD,2024,Automatic,945000000,1079000000,108021835.3,97097816.47,981902183.5,107900000,971100000,863200000,938734061.2,943120218.4,924190163.5,943120218.4
Hyundai,H-1,XG New Next Generation,2018,Automatic,235000000,521250000,52183856.96,46906614.3,192903699.9,52125000,156375000,221610897,190296532.3,221588959.7,229825067.1,221588959.7
Suzuki,Jimny,3 Door (2 Tone),2024,Manual,455000000,461000000,46152053.83,41484794.62,419515205.4,46100000,414900000,368800000,401071735.1,438821520.5,444980449.1,438821520.5
Toyota,Kijang,Standard Deck (Pickup),2001,Manual,65000000,80500000,8059089.661,7244091.034,22547271.73,8050000,16100000,5707732.149,14785001.29,49935500.39,63568635.59,49935500.39
Mitsubishi,Colt T120SS,Pick Up Standard,2008,Manual,40000000,79500000,7958976.746,7154102.325,22267181.4,7950000,15900000,11785208.4,16650796.6,32995238.98,39119160.36,32995238.98
Suzuki,Ertiga,GA,2013,Manual,104000000,148000000,14816711.43,13318328.86,41453369.14,14800000,29600000,37155174.58,36069514.57,83620854.37,101709816.9,83620854.37
Toyota,Camry,G,2021,Automatic,299000000,649200000,64993304.44,58420669.56,415517321.8,64920000,389520000,378613440,394550253.9,327665076.2,292415723.7,292415723.7
Nissan,Grand Livina,XV,2019,Automatic,209500000,246000000,24627777.1,22137222.29,113176666.3,24600000,98400000,116208432,109261699.4,179428509.8,204886602.4,179428509.8
Daihatsu,Terios,TS,2014,Automatic,133000000,189600000,18981408.69,17061859.13,53105126.95,18960000,37920000,52887545.79,47970890.92,107491267.3,130071208.2,107491267.3
Mitsubishi,Colt T120SS,Flat Deck PU,2019,Manual,92000000,131000000,13114791.87,11788520.81,60268875.12,13100000,52400000,61883352,58184075.71,81855222.71,89974068.83,81855222.71
Honda,BR-V,Prestige Honda Sensing,2024,Automatic,238000000,362400000,36280920.41,32611907.96,329788092,36240000,326160000,289920000,315289364,261186809.2,232759004.1,232759004.1
Mitsubishi,Colt Diesel,FE71 L,2016,Manual,210000000,259000000,25929245,23307075.5,72543396,25900000,51800000,89192805.91,71178733.97,168353620.2,205375591.9,168353620.2
Toyota,Avanza,E Standard,2021,Automatic,155000000,201200000,20142718.51,18105728.15,128777087.4,20120000,120720000,117339840,122278975.8,145183692.7,151586746.4,145183692.7
BMW,520d,Luxury,2017,Automatic,425000000,1009000000,101013931.3,90798606.87,282611145,100900000,201800000,386081257.7,290164134.2,384549240.3,415641078.8,384549240.3
Daihatsu,Sirion,Sport,2019,Automatic,140000000,204700000,20493113.71,18420688.63,94175868.23,20470000,81880000,96698642.4,90918170.21,125275451.1,136917061.3,125275451.1
Nissan,Serena,X,2018,Automatic,188000000,422300000,42277684.02,38002231.6,156284378.8,42230000,126690000,179542027.4,154172135.4,177851640.6,183860053.7,177851640.6
Wuling,Confero,S L ACT Lux+,2024,Automatic,148000000,206500000,20673316.96,18582668.3,187917331.7,20650000,185850000,165200000,179655777.2,157496733.2,144740893.3,144740893.3
KIA,Sonet,Dynamic,2023,Automatic,233000000,277000000,27731277.47,24926872.25,227146255.5,27700000,221600000,199440000,216062085.2,227918625.5,227869109.1,227918625.5
Honda,Civic,Ferio,1997,Automatic,56000000,70000000,7007904.053,6299209.595,19606323.24,7000000,14000000,3256385.272,12287569.5,42886270.85,54766824.5,42886270.85
Honda,Accord,VTi,2006,Automatic,94000000,323000000,32336471.56,29066352.84,90469177.25,32300000,64600000,38784453.76,64617877,85185363.1,91930026.85,85185363.1
Nissan,Grand Livina,Highway Star Autech,2015,Automatic,118000000,252400000,25268499.76,22713150.02,70694799.8,25240000,50480000,78227945.14,66467581.65,102540274.5,115401523.1,102540274.5
Isuzu,Elf,NMR 71,2018,Manual,265000000,353500000,35389915.47,31811008.45,130822940.8,35350000,106050000,150291514.8,129054818.5,224216445.6,259164437.4,224216445.6
Wuling,Almaz,Exclusive 5 Seater,2022,Automatic,215000000,380800000,38122998.05,34267700.2,277996899.4,38080000,266560000,246758400,263771766.5,229631529.9,210265486.9,210265486.9
BMW,Z4,sDrive23i,2012,Automatic,795000000,1298000000,129946563.7,116805343.6,363557251,129800000,259600000,293274830.7,305477360.6,648143208.2,777493312.2,648143208.2
Honda,Accord,RS e:HEV,2023,Automatic,633000000,959900000,96098387.15,86380161.29,787139677.4,95990000,767920000,691128000,748729225.8,667718767.7,619060712.7,619060712.7
Daihatsu,Gran Max,PU Box Sliding AC PS,2013,Manual,69000000,126750000,12689311.98,11406068.8,35501449.58,12675000,25350000,31820394.44,30890614.68,57567184.4,67480551.62,57567184.4
Daihatsu,Gran Max,PU Box STD AC PS,2015,Manual,79000000,134475000,13462684.25,12101231.58,37665147.4,13447500,26895000,41678696.21,35412947.87,65923884.36,77260341.71,65923884.36
Mitsubishi,Colt Diesel,FE71L,2014,Manual,178000000,236500000,23676704.41,21282329.56,66241363.53,23650000,47300000,65969960.87,59837108.13,142551132.4,174080263.6,142551132.4
Mitsubishi,Colt Diesel,FE71,2010,Manual,137000000,185000000,18520889.28,16647911.07,51816711.43,18500000,37000000,33857652.83,40891454.75,108167436.4,133983124.2,108167436.4
Mitsubishi,Colt Diesel,FE74 S,2016,Manual,268000000,289500000,28982688.9,26051731.11,81086151.12,28950000,57900000,99696205.84,79560785.65,211468235.7,262098374.4,211468235.7
Mitsubishi,Colt Diesel,FE71 L,2020,Manual,275000000,355500000,35590141.3,31990985.87,195545070.6,35550000,177750000,186594840,186629970.2,248488991.1,268944227.5,248488991.1
Mitsubishi,Colt Diesel,FE84 G HDL,2018,Manual,389000000,397000000,39744827.27,35725517.27,146921379.1,39700000,119100000,168785661.6,144935680.2,315780704.1,380433834.5,315780704.1
Isuzu,Elf,NHR 55 CC,2013,Manual,135000000,201500000,20172752.38,18132724.76,56438201.9,20150000,40300000,50586268.09,49108156.66,109232447,132027166.2,109232447
Isuzu,Elf,NMR HD 5.8,2022,Manual,332000000,443000000,44350021.36,39864997.86,323405006.4,44300000,310100000,287064000,306856335.5,324456900.6,324689031,324456900.6
Mitsubishi,Colt Diesel,FE74 S,2017,Manual,298000000,371000000,37141891.48,33385810.85,103913513.2,37100000,74200000,141958519.9,106690677.7,240607203.3,291437744.7,240607203.3
Daihatsu,Rocky,R TC SC,2023,Automatic,193000000,264450000,26474860.38,23797513.96,216854972.1,26445000,211560000,190404000,206272990.7,196981897.2,188749948.7,188749948.7
Daihatsu,Gran Max,Blind Van AC,2016,Manual,83000000,129575000,12972130.97,11660286.9,36292704.77,12957500,25915000,44622230.99,35609978.59,68782993.58,81172257.75,68782993.58
Suzuki,Carry,Minibus 10 Seater,2021,Manual,105000000,160000000,16018066.41,14398193.36,102407226.6,16000000,96000000,93312000,97239742.19,102671922.7,102687795.9,102671922.7
Daihatsu,Gran Max,Blind Van AC,2012,Manual,72000000,109950000,11007415.01,9894258.499,30795932.01,10995000,21990000,24842502.03,25876144.68,58162843.4,70414488.65,58162843.4
Mitsubishi,Colt Diesel,FE71 110PS (4 Wheels),2008,Manual,153000000,168000000,16818969.73,15118103.03,47055175.78,16800000,33600000,24904591.34,35186589.04,117655976.7,149630788.4,117655976.7
Mitsubishi,Colt L300,Pick Up Flat Deck,2017,Manual,135000000,179000000,17920211.79,16107978.82,50136169.43,17900000,35800000,68492116.08,51476095.17,109942828.6,132027166.2,109942828.6
Daihatsu,Gran Max,PU Box Sliding,2018,Manual,105000000,168050000,16823975.37,15122602.46,62191782.76,16805000,50415000,71446928.04,61351236.93,91905371.08,102687795.9,91905371.08
Mitsubishi,Fuso,FN 517 ML,2011,Manual,315000000,465000000,46552505.49,41844749.45,130242004.4,46500000,93000000,94557408.81,105933137.7,252279941.3,308063387.8,252279941.3
Daihatsu,Gran Max,Blind Van,2017,Manual,88000000,135550000,13570305.63,12197969.44,37966244.51,13555000,27110000,51866515.84,38980920.11,73294276.03,86062152.79,73294276.03
Daihatsu,Gran Max,PU 3 Way,2022,Manual,103000000,151750000,15192134.86,13655786.51,110782640.5,15175000,106225000,98334000,105113880.2,103634164,100731837.9,100731837.9
Mitsubishi,Colt Diesel,FE71 110PS (4 Wheels),2007,Manual,145000000,161000000,16118179.32,14488182.07,45094543.46,16100000,32200000,21480210.03,32924917.83,111377475.3,141806956.3,111377475.3
Toyota,Dyna,110 ST,2015,Manual,165000000,251550000,25183403.78,22636659.62,70456723.02,25155000,50310000,77964499.21,66243740.74,135373122.2,161366536.5,135373122.2
Daihatsu,Gran Max,PU 3 Way,2012,Manual,63000000,107550000,10767144.01,9678285.599,30123715.21,10755000,21510000,24300237.32,25311317.51,51693395.25,61612677.57,51693395.25
Hino,Dutro,110 LD,2019,Manual,245000000,299800000,30013851.93,26978614.81,137928311.2,29980000,119920000,141623121.6,133157144.3,211447143.3,239604857.2,211447143.3
Isuzu,Elf,NLR 55 T,2019,Manual,238000000,306400000,30674597.17,27572540.28,140964758.3,30640000,122560000,144740908.8,136088555.7,207426566.7,232759004.1,207426566.7
MINI,Cooper,John Cooper Works 3 Door,2014,Automatic,419000000,789000000,78989089.97,71001091,220991272,78900000,157800000,220085831.4,199625701.1,353187710.3,409773204.8,353187710.3
Volkswagen,Tiguan,TSI Highline,2013,Automatic,139000000,488000000,48855102.54,43914489.75,136684082,48800000,97600000,122511656.7,118931912.9,132979573.9,135939082.3,132979573.9
Tata,Ace,EX2,2016,Manual,55000000,80000000,8009033.203,7199096.68,22407226.56,8000000,16000000,27549901.44,21985709.33,45095712.8,53788845.5,45095712.8
Lexus,NX 300,F Sport,2021,Automatic,859000000,1154000000,115530304,103846969.6,738612121.6,115400000,692400000,673012800,701341640.5,811702492.2,840083968.7,811702492.2
MINI,Cooper,John Cooper Works 3 Door,2018,Automatic,615000000,899000000,90001510.62,80899848.94,332701057.4,89900000,269700000,382212367.2,328204474.9,528961342.5,601457090.5,528961342.5
Honda,Jazz,S,2016,Automatic,180000000,230000000,23025970.46,20697402.95,64420776.37,23000000,46000000,79205966.64,63208914.34,144962674.3,176036221.6,144962674.3
Hyundai,Avega,GL,2008,Automatic,65000000,139500000,13965751.65,12553424.84,39072601.32,13950000,27900000,20679705.31,29217435.54,54265230.66,63568635.59,54265230.66
Suzuki,Karimun Wagon R,GL,2014,Automatic,84000000,115500000,11563041.69,10393695.83,32350433.35,11550000,23100000,32217887.87,29222773.74,67566832.12,82150236.76,67566832.12
Mitsubishi,Delica,D5,2014,Automatic,170000000,409000000,40946182.25,36805381.77,114556945.8,40900000,81800000,114087585.6,103481510.5,150044453.1,166256431.5,150044453.1
Daihatsu,Sigra,R Deluxe,2019,Manual,108500000,142550000,14271096.04,12827890.4,65582657.62,14255000,57020000,67339479.6,63314045.74,94944213.72,106110722.5,94944213.72
Nissan,Grand Livina,Ultimate,2010,Automatic,90000000,210000000,21023712.16,18897628.78,58818969.73,21000000,42000000,38433011.32,46417327.02,76925198.11,88018110.81,76925198.11
GWM,Tank,500 HEV,2025,Automatic,868000000,1196000000,119735046.4,107626495.4,1196000000,119600000,1196000000,956800000,1116266667,942480000,848885779.8,848885779.8
Toyota,Kijang,Krista Long (Petrol),2004,Automatic,99000000,176700000,17689952.09,15901004.79,49491961.67,17670000,35340000,17186075.89,34006012.52,79501803.76,96819921.89,79501803.76
Hyundai,Stargazer,Trend,2023,Manual,169500000,263300000,26359730.53,23694026.95,215911946.1,26330000,210640000,189576000,205375982,180262794.6,165767442,165767442
Suzuki,Karimun Wagon R,GS,2019,Manual,84000000,140000000,14015808.11,12598419.19,64409484.86,14000000,56000000,66134880,62181454.95,77454436.49,82150236.76,77454436.49
Isuzu,Panther,LS,2014,Manual,170000000,275200000,27551074.22,24764892.58,77080859.38,27520000,55040000,76765045.37,69628634.92,139888590.5,166256431.5,139888590.5
Nissan,Livina,EL,2019,Automatic,174000000,233000000,23326309.2,20967369.08,107195785.5,23300000,93200000,110067336,103487707.2,152846312.2,170168347.6,152846312.2
Toyota,NAV1,V,2014,Automatic,170000000,392550000,39299324.8,35325067.52,109949459.8,39255000,78510000,109498977.3,99319479.06,148795843.7,166256431.5,148795843.7
Mitsubishi,Pajero Sport,GLS,2011,Manual,205000000,379000000,37942794.8,34105720.52,106154235.8,37900000,75800000,77069371.91,86341202.58,169402360.8,200485696.8,169402360.8
Daihatsu,Ceria,KX,2002,Manual,45000000,62500000,6257057.19,5624294.281,17505645.75,6250000,12500000,4923854.511,11643166.75,34992950.03,44009055.41,34992950.03
Honda,Mobilio,RS,2016,Manual,161000000,234500000,23476478.58,21102352.14,65681182.86,23450000,46900000,80755648.6,64445610.49,132033683.1,157454620.4,132033683.1
Honda,Mobilio,S,2020,Manual,156000000,197600000,19782312.01,17781768.8,108691156,19760000,98800000,103716288,103735814.7,140320744.4,152564725.4,140320744.4
Daihatsu,Gran Max,PU STD,2008,Manual,73000000,83800000,8389462.28,7541053.772,23471569.82,8380000,16760000,12422647.35,17551405.72,56365421.72,71392467.66,56365421.72
Suzuki,Ertiga,Hybrid SS,2022,Manual,215000000,282300000,28261875.92,25403812.41,206088562.8,28230000,197610000,182930400,195542987.6,209162896.3,210265486.9,209162896.3
Honda,HR-V,E,2024,Automatic,350000000,383900000,38433348.08,34546665.19,349353334.8,38390000,345510000,307120000,333994444.9,345198333.5,342292653.2,345198333.5
Toyota,Kijang Innova,G,2022,Manual,275000000,369600000,37001733.4,33259826.66,269820520,36960000,258720000,239500800,256013773.3,269304132,268944227.5,269304132
Daihatsu,Sirion,D,2013,Manual,76000000,139500000,13965751.65,12553424.84,39072601.32,13950000,27900000,35021262.52,33997954.61,63399386.38,74326404.68,63399386.38
Daihatsu,Ayla,D,2015,Manual,79000000,84550000,8464546.967,7608545.303,23681637.57,8455000,16910000,26205121.88,22265586.48,61979675.94,77260341.71,61979675.94
Isuzu,Panther,Smart Front Facing,2013,Manual,149000000,254700000,25498759.46,22920124.05,71339007.57,25470000,50940000,63942047.06,62073684.88,122922105.5,145718872.3,122922105.5
Mazda,6,Elite,2023,Automatic,455000000,703300000,70409413.15,63289058.69,576721882.6,70330000,562640000,506376000,548579294.2,483073788.3,444980449.1,444980449.1
Suzuki,Grand Vitara,JLX,2009,Automatic,105000000,306500000,30684608.46,27581539.15,85847686.77,30650000,61300000,50484505.59,65877397.45,93263219.24,102687795.9,93263219.24
DFSK,Glory 580,Comfort Version,2023,Manual,178000000,198500000,19872413.64,17862758.64,162774482.7,19850000,158800000,142920000,154831494.2,171049448.3,174080263.6,171049448.3
Mitsubishi,Xpander Cross,Premium (White colour),2024,Automatic,265000000,352750000,35314830.78,31743516.92,321006483.1,35275000,317475000,282200000,306893827.7,277568148.3,259164437.4,259164437.4
Toyota,Raize,T G (1 Tone),2021,Manual,167000000,233100000,23336320.5,20976367.95,149194528.2,23310000,139860000,135943920,141666149.4,159399844.8,163322494.5,159399844.8
Volkswagen,Scirocco,TSI,2014,Automatic,309000000,498000000,49856231.69,44814376.83,139484985.4,49800000,99600000,138913490.5,125999492,254099847.6,302195513.8,254099847.6
Toyota,Avanza,E,2013,Automatic,103000000,168100000,16828981.02,15127101.9,47083184.81,16810000,33620000,42201248.96,40968144.59,84390443.38,100731837.9,84390443.38
Toyota,C-HR,Hybrid (2 Tone),2021,Automatic,355000000,559270000,55990149.99,50327985,357958060,55927000,335562000,326166264,339895441.3,350468632.4,347182548.2,350468632.4
Hyundai,IONIQ 5,Signature Standard Range,2023,Automatic,526000000,759000000,75985702.51,68301429.75,622397140.5,75900000,607200000,546480000,592025713.5,545807714.1,514416958.7,514416958.7
Toyota,Hilux,GR Sport Double Cab 4X4,2023,Automatic,745000000,786300000,78718785.1,70758121.49,644783757,78630000,629040000,566136000,613319919,705495975.7,728594361.7,705495975.7
Mitsubishi,Colt L300,Pick Up Standard,2011,Manual,120000000,147000000,14716598.51,13228340.15,41173278.81,14700000,29400000,29892342.14,33488540.32,94046562.09,117357481.1,94046562.09
MINI,Cooper,S 5 Door,2024,Automatic,917000000,1100000000,110124206.5,98987579.35,1001012421,110000000,990000000,880000000,957004140.2,929001242.1,896806751.3,896806751.3
Daihatsu,Gran Max,PU Box Sliding,2015,Manual,89000000,126950000,12709334.56,11424066.54,35557467.65,12695000,25390000,39346424.86,33431297.5,72329389.25,87040131.8,72329389.25
Mitsubishi,Eclipse Cross,Ultimate (Silky White),2019,Automatic,265000000,481000000,48154312.13,43284568.79,221292587.3,48100000,192400000,227220552,213637713.1,249591313.9,259164437.4,249591313.9
Suzuki,Karimun Wagon R,GL,2016,Automatic,88000000,126500000,12664283.75,11383571.62,35431427,12650000,25300000,43563281.65,34764902.88,72029470.87,86062152.79,72029470.87
Nissan,Magnite,Premium,2022,Automatic,176000000,272000000,27230712.89,24476928.71,198569213.9,27200000,190400000,176256000,188408404.6,179722521.4,172124305.6,172124305.6
Daihatsu,Luxio,X,2024,Manual,215000000,221350000,22159993.74,19919000.63,201430999.4,22135000,199215000,177080000,192575333.1,208272599.9,210265486.9,208272599.9
